date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall
2020-09-29,USA,ME,,23,,,iso1:us#iso2:us-me,5337,141,5821,315154,86,,2217,33,,287,208,7,,37,,,,0.0068165820768347355,,2.0298668874935117,0.6303664921465969,1.00279031513,0.24745512116,0.08139534883720931,,0.7247386759581882,1
2020-09-30,USA,ME,,23,,,iso1:us#iso2:us-me,5391,141,5853,319500,86,,2245,31,,286,207,7,,54,,,,0.0069971274950283565,,2.3380665719820555,0.5472727272727272,0.998990857237,0.24855193017300004,0.08139534883720931,,0.7237762237762237,1
2020-10-01,USA,ME,,23,,,iso1:us#iso2:us-me,5431,142,5881,323286,86,,2268,24,,287,214,5,,40,,,,0.007316708974167538,,2.2955562706732913,0.5574074074074075,0.996032647739,0.2494058917009998,0.0641025641025641,,0.7456445993031359,1
2020-10-02,USA,ME,,23,,,iso1:us#iso2:us-me,5468,142,5902,326972,86,,2204,27,,287,216,7,,37,,,,0.007466401194624191,,2.4762250512355406,0.5167381974248927,0.993622962959,0.24432800508099983,0.08974358974358974,,0.7526132404181185,1
2020-10-03,USA,ME,,23,,,iso1:us#iso2:us-me,5486,142,5926,330096,86,,2170,27,,289,221,7,,18,,,,0.007710307261498331,,2.4018320239452025,0.5327433628318584,0.991750864764,0.25064193597600004,0.09333333333333334,,0.7647058823529411,1
2020-10-04,USA,ME,,23,,,iso1:us#iso2:us-me,5519,142,5943,332555,86,,2106,29,,287,209,7,,33,,,,0.007495846373787721,,2.4549699005811583,0.5212121212121212,0.9908478909639999,0.24512909936600003,0.08235294117647059,,0.7282229965156795,1
2020-10-05,USA,ME,,23,,,iso1:us#iso2:us-me,5545,142,5968,336560,86,,2082,23,,291,191,5,,26,,,,0.007296186782381629,,2.6037559551618346,0.49142857142857144,0.990748804472,0.245157703178,0.047619047619047616,,0.6563573883161512,1
2020-10-06,USA,ME,,23,,,iso1:us#iso2:us-me,5565,142,5997,341193,86,,2112,23,,292,210,5,,20,,,,0.006713713522792294,,2.423087174599585,0.5280701754385966,0.991746492191,0.24486969553899995,0.05747126436781609,,0.7191780821917808,1
2020-10-07,USA,ME,,23,,,iso1:us#iso2:us-me,5604,142,6023,345799,86,,2188,24,,294,199,7,,39,,,,0.006422607578676943,,2.2636735446917173,0.5652582159624413,0.9942023062109999,0.24416076309900014,0.06862745098039216,,0.6768707482993197,1
2020-10-08,USA,ME,,23,,,iso1:us#iso2:us-me,5639,142,6048,349260,86,,2211,24,,305,209,6,,35,,,,0.0063884319651122765,,2.210535668055762,0.5788461538461538,0.9982336565909999,0.24877051516900006,0.058823529411764705,,0.6852459016393443,1
2020-10-09,USA,ME,,23,,,iso1:us#iso2:us-me,5666,143,6070,353256,86,,2178,25,,302,207,7,,27,,,,0.00635112656887948,,2.10425991478385,0.6080808080808081,1.00432932747,0.24123734386999995,0.06862745098039216,,0.6854304635761589,1
2020-10-10,USA,ME,,23,,,iso1:us#iso2:us-me,5696,143,6088,355975,86,,2083,21,,300,211,6,,30,,,,0.006220959256556967,,2.2317908187101443,0.5733333333333334,1.0127411271200002,0.2330355637799999,0.06315789473684211,,0.7033333333333334,1
2020-10-11,USA,ME,,23,,,iso1:us#iso2:us-me,5723,143,6106,358091,86,,2015,29,,296,192,7,,27,,,,0.006342659247441535,,2.168025366746997,0.5901960784313726,1.0233396557899999,0.23574953478000027,0.06306306306306306,,0.6486486486486487,1
2020-10-12,USA,ME,,23,,,iso1:us#iso2:us-me,5752,143,6127,361280,86,,2043,27,,302,202,7,,29,,,,0.006390932111419269,,2.199908092728571,0.5816425120772947,1.0362628664700002,0.23779242788999988,0.06542056074766354,,0.6688741721854304,1
2020-10-13,USA,ME,,23,,,iso1:us#iso2:us-me,5780,143,6149,365297,86,,2241,22,,302,209,6,,28,,,,0.006266490765171504,,2.2849286953461,0.5599999999999999,1.05177035002,0.23908930567999986,0.06060606060606061,,0.6920529801324503,1
2020-10-14,USA,ME,,23,,,iso1:us#iso2:us-me,5816,143,6170,369203,86,,2252,25,,304,203,5,,36,,,,0.006241773173113668,,2.253045969364526,0.5679245283018869,1.06974232055,0.23390124467000017,0.04716981132075472,,0.6677631578947368,1
2020-10-15,USA,ME,,23,,,iso1:us#iso2:us-me,5836,144,6198,373375,86,,2263,27,,307,221,5,,20,,,,0.00618174325159695,,2.0936323394566587,0.6111675126903553,1.09042903335,0.23370300775999997,0.054945054945054944,,0.7198697068403909,1
2020-10-16,USA,ME,,23,,,iso1:us#iso2:us-me,5865,145,6220,377042,86,,2286,29,,319,232,5,,29,,,,0.006266711229946523,,2.114887490111041,0.6050251256281407,1.11325703686,0.23288663346999972,0.05434782608695652,,0.7272727272727273,1
2020-10-17,USA,ME,,23,,,iso1:us#iso2:us-me,5913,146,6223,378645,86,,2246,24,,319,230,4,,48,,,,0.00591975443981583,,2.3061838460004824,0.5548387096774193,1.1381427045799999,0.2314762626800002,0.043010752688172046,,0.7210031347962382,1
2020-10-18,USA,ME,,23,,,iso1:us#iso2:us-me,5939,146,6246,381231,86,,2142,37,,320,214,0,,26,,,,0.006013745704467353,,2.2955562706732913,0.5574074074074075,1.16418457743,0.2297321242199999,0.0,,0.66875,1
2020-10-19,USA,ME,,23,,,iso1:us#iso2:us-me,5962,146,6274,384545,86,,2064,20,,320,213,1,,23,,,,0.006278831368528959,,2.2317908187101443,0.5733333333333334,1.19120210401,0.2334798414799999,0.009259259259259259,,0.665625,1
2020-10-20,USA,ME,,23,,,iso1:us#iso2:us-me,5989,146,6315,388946,86,,2164,29,,323,215,1,,27,,,,0.0069703968087339915,,2.221163243382953,0.5760765550239235,1.21863888281,0.23133302836000014,0.009174311926605505,,0.6656346749226006,1
2020-10-21,USA,ME,,23,,,iso1:us#iso2:us-me,6027,146,6340,393416,86,,2249,19,,311,214,0,,38,,,,0.006972070704999385,,2.242418394037335,0.5706161137440758,1.24545357548,0.23513929873000006,0.0,,0.6881028938906752,1
2020-10-22,USA,ME,,23,,,iso1:us#iso2:us-me,6064,146,6374,397993,86,,2234,22,,327,205,0,,37,,,,0.00709849157054126,,2.423087174599585,0.5280701754385966,1.2715118019,0.23916394210000003,0.0,,0.6269113149847095,1
2020-10-23,USA,ME,,23,,,iso1:us#iso2:us-me,6095,146,6413,401983,86,,2235,22,,328,212,0,,31,,,,0.007678841410042174,,2.444342325253967,0.5234782608695653,1.2961429702,0.22628003357999993,0.0,,0.6463414634146342,2
2020-10-24,USA,ME,,23,,,iso1:us#iso2:us-me,6137,146,6451,404916,86,,2182,24,,324,212,0,,42,,,,0.008604098267859165,,2.38057687329082,0.5375,1.31840918286,0.21407882894999997,0.0,,0.654320987654321,2
2020-10-25,USA,ME,,23,,,iso1:us#iso2:us-me,6201,146,6487,407905,86,,2127,22,,327,203,2,,64,,,,0.008954114805870333,,2.7844247357240848,0.45954198473282437,1.3377938514299998,0.2142564598300003,0.015873015873015872,,0.6207951070336392,2
2020-10-26,USA,ME,,23,,,iso1:us#iso2:us-me,6254,146,6543,411925,86,,1960,35,,328,205,6,,53,,,,0.009729104126731527,,3.1032519955398192,0.41232876712328764,1.35358787044,0.20969711928000012,0.046511627906976744,,0.625,2
2020-10-27,USA,ME,,23,,,iso1:us#iso2:us-me,6311,146,6589,416992,86,,2087,34,,329,225,8,,57,,,,0.009675141242937854,,3.422079255355554,0.3739130434782609,1.36591608896,0.20613826913,0.07142857142857142,,0.6838905775075987,2
2020-10-28,USA,ME,,23,,,iso1:us#iso2:us-me,6387,146,6676,422278,86,,2277,37,,333,230,8,,76,,,,0.011507637509418455,,3.8259271177888188,0.33444444444444443,1.37433335575,0.20370841351000002,0.07207207207207207,,0.6906906906906907,2
2020-10-29,USA,ME,,23,,,iso1:us#iso2:us-me,6467,146,6759,426990,86,,2282,38,,330,235,7,,80,,,,0.01310326049962562,,4.282912856858038,0.29875930521091815,1.3784309689399998,0.19675203177000022,0.06862745098039216,,0.7121212121212122,2
2020-10-30,USA,ME,,23,,,iso1:us#iso2:us-me,6570,146,6857,432328,86,,2253,42,,337,233,7,,103,,,,0.014420734677969404,,5.048098280415802,0.2534736842105263,1.37889800787,0.17929670116999996,0.06306306306306306,,0.6913946587537092,2
2020-10-31,USA,ME,,23,,,iso1:us#iso2:us-me,6668,147,6918,435762,86,,2154,48,,331,227,10,,98,,,,0.014913933510043753,,5.643242498738507,0.22674199623352162,1.37523477479,0.17458068278999983,0.08771929824561403,,0.6858006042296072,2
2020-11-01,USA,ME,,23,,,iso1:us#iso2:us-me,6715,147,7000,438352,86,,2103,46,,332,229,11,,47,,,,0.016569767441860464,,5.462573718176258,0.23424124513618674,1.36802508268,0.16511493624000018,0.09649122807017543,,0.6897590361445783,2
2020-11-02,USA,ME,,23,,,iso1:us#iso2:us-me,6799,148,7085,442700,86,,1990,53,,333,233,11,,84,,,,0.017306894019222786,,5.7920285533191835,0.22091743119266052,1.3573563255,0.1508742330799997,0.0990990990990991,,0.6996996996996997,2
2020-11-03,USA,ME,,23,,,iso1:us#iso2:us-me,6926,148,7235,449038,86,,2094,52,,330,243,13,,127,,,,0.019760185978220973,,6.535958826222565,0.1957723577235772,1.3436760193700001,0.14904989460000007,0.13,,0.7363636363636363,2
2020-11-04,USA,ME,,23,,,iso1:us#iso2:us-me,7077,150,7431,453768,86,,2292,55,,333,243,13,,151,,,,0.02341448286556055,,7.333026975761902,0.17449275362318842,1.3277732411,0.14209362587999985,0.1262135922330097,,0.7297297297297297,2
2020-11-05,USA,ME,,23,,,iso1:us#iso2:us-me,7260,150,7622,459335,86,,2282,59,,333,240,17,,183,,,,0.025987713803902676,,8.427667234462593,0.15182849936948298,1.31028239409,0.1355957930999998,0.15454545454545454,,0.7207207207207207,2
2020-11-06,USA,ME,,23,,,iso1:us#iso2:us-me,7444,150,7776,464885,86,,2290,62,,333,236,15,,184,,,,0.027452503285936188,,9.288500835965076,0.1377574370709382,1.2913029437799999,0.12375418039999997,0.13392857142857142,,0.7087087087087087,2
2020-11-07,USA,ME,,23,,,iso1:us#iso2:us-me,7603,152,7917,469183,86,,2212,62,,332,242,16,,159,,,,0.029023823358512495,,9.936782930923737,0.12877005347593581,1.27103941493,0.1180567519400002,0.1509433962264151,,0.7289156626506024,2
2020-11-08,USA,ME,,23,,,iso1:us#iso2:us-me,7693,152,8030,472812,86,,2127,73,,328,237,13,,90,,,,0.02902225979149056,,10.393768669992957,0.12310838445807769,1.25032594766,0.11826271220000018,0.125,,0.7225609756097561,2
2020-11-09,USA,ME,,23,,,iso1:us#iso2:us-me,7888,153,8224,477060,86,,2036,76,,330,227,22,,195,,,,0.032085410856643855,,11.573429531311177,0.11056014692378328,1.22937974375,0.10698885236,0.176,,0.6878787878787879,2
2020-11-10,USA,ME,,23,,,iso1:us#iso2:us-me,8060,156,8415,482610,86,,2123,78,,332,245,17,,172,,,,0.033954880294659304,,12.051670421034778,0.10617283950617284,1.20849394068,0.10724456168000018,0.16346153846153846,,0.7379518072289156,2
2020-11-11,USA,ME,,23,,,iso1:us#iso2:us-me,8202,158,8608,488058,86,,2280,98,,333,250,20,,142,,,,0.033185778329151046,,11.956022243090057,0.10702222222222221,1.18797913411,0.10739317353,0.1941747572815534,,0.7507507507507507,2
2020-11-12,USA,ME,,23,,,iso1:us#iso2:us-me,8395,159,8777,493412,86,,2276,103,,334,245,21,,193,,,,0.032782697547683926,,12.062297996361968,0.10607929515418503,1.16854975562,0.1014549466000001,0.19090909090909092,,0.7335329341317365,2
2020-11-13,USA,ME,,23,,,iso1:us#iso2:us-me,8639,162,8965,498546,86,,2247,99,,330,239,22,,244,,,,0.03411764705882353,,12.69995251599344,0.1007531380753138,1.15003020347,0.10102757811999985,0.19469026548672566,,0.7242424242424242,2
2020-11-14,USA,ME,,23,,,iso1:us#iso2:us-me,8791,163,9179,503416,86,,2188,92,,333,232,26,,152,,,,0.03555430342301732,,12.625559488703102,0.10134680134680134,1.13255121563,0.1002998245900002,0.2047244094488189,,0.6966966966966966,2
2020-11-15,USA,ME,,23,,,iso1:us#iso2:us-me,8944,165,9302,506952,86,,2150,90,,332,231,31,,153,,,,0.03592002710945443,,13.295096734316145,0.09624300559552357,1.11636839946,0.10000000000000009,0.23484848484848486,,0.6957831325301205,2
2020-11-16,USA,ME,,23,,,iso1:us#iso2:us-me,9117,165,9468,512097,86,,1991,94,,331,221,36,,173,,,,0.03428791929660153,,13.06129007711794,0.09796582587469486,1.1018032390299999,0.10340249818000014,0.2465753424657534,,0.6676737160120846,2
2020-11-17,USA,ME,,23,,,iso1:us#iso2:us-me,9363,166,9666,518081,86,,2120,99,,325,242,38,,246,,,,0.03406677196231142,,13.847730651330084,0.09240214888718343,1.08907392097,0.10707713579,0.3140495867768595,,0.7446153846153846,2
2020-11-18,USA,ME,,23,,,iso1:us#iso2:us-me,9519,170,9899,524699,86,,2299,129,,328,245,41,,156,,,,0.034034588210481914,,13.99651670591076,0.09141989369779803,1.07855930209,0.09999999999999987,0.33064516129032256,,0.7469512195121951,2
2020-11-19,USA,ME,,23,,,iso1:us#iso2:us-me,9734,171,10113,530339,86,,2314,126,,326,241,45,,215,,,,0.03491623761858714,,14.230323363108965,0.08991784914115013,1.07035605973,0.10000000000000009,0.34615384615384615,,0.7392638036809815,2
2020-11-20,USA,ME,,23,,,iso1:us#iso2:us-me,9958,173,10360,536594,86,,2272,130,,337,245,49,,224,,,,0.03536749233070506,,14.017771856565142,0.09128127369219105,1.06470320888,0.10000000000000009,0.3475177304964539,,0.7270029673590505,2
2020-11-21,USA,ME,,23,,,iso1:us#iso2:us-me,10123,174,10559,542629,86,,2205,133,,320,236,48,,165,,,,0.0339960091641416,,14.155930335818628,0.0903903903903904,1.06183289092,0.09999999999999987,0.36363636363636365,,0.7375,2
2020-11-22,USA,ME,,23,,,iso1:us#iso2:us-me,10359,176,10678,546352,86,,2137,136,,327,220,47,,236,,,,0.03374534039631156,,15.038019087975494,0.08508833922261484,1.06157709415,0.10000000000000009,0.3051948051948052,,0.672782874617737,2
2020-11-23,USA,ME,,23,,,iso1:us#iso2:us-me,10544,177,10855,551307,86,,2098,144,,329,229,52,,185,,,,0.03416508609010518,,15.16554999190179,0.0843728100911002,1.06414183873,0.10000000000000009,0.34210526315789475,,0.6960486322188449,2
2020-11-24,USA,ME,,23,,,iso1:us#iso2:us-me,10799,189,11108,557472,86,,2174,148,,331,240,56,,255,,,,0.035314573996522415,,15.261198169846509,0.08384401114206128,1.0692557972399999,0.10000000000000009,0.38095238095238093,,0.7250755287009063,2
2020-11-25,USA,ME,,23,,,iso1:us#iso2:us-me,11027,190,11438,564633,86,,2202,142,,330,230,56,,228,,,,0.03710848021604417,,16.026383593404272,0.07984084880636605,1.07729786806,0.10000000000000009,0.358974358974359,,0.696969696969697,2
2020-11-26,USA,ME,,23,,,iso1:us#iso2:us-me,11265,190,11634,567693,86,,2135,376,,326,227,59,,238,,,,0.039125401929260444,,16.27081782592967,0.07864141084258654,1.08761229459,0.09999999999999987,0.37341772151898733,,0.696319018404908,2
2020-11-27,USA,ME,,23,,,iso1:us#iso2:us-me,11265,190,11800,571048,86,,2051,159,,329,218,60,,0,,,,0.04011812559202096,,13.89024095263885,0.09211935730680948,1.09969267668,0.10000000000000009,0.3508771929824561,,0.662613981762918,2
2020-11-28,USA,ME,,23,,,iso1:us#iso2:us-me,11288,191,12088,576209,86,,2080,160,,322,222,58,,23,,,,0.04355008687231194,,12.381125256177704,0.10334763948497855,1.11318160704,0.09999999999999987,0.3670886075949367,,0.6894409937888198,2
2020-11-29,USA,ME,,23,,,iso1:us#iso2:us-me,11508,191,12344,581393,86,,2081,175,,322,223,58,,220,,,,0.045386438553954286,,12.211084050942645,0.10478677110530897,1.12719128502,0.09999999999999987,0.36942675159235666,,0.6925465838509317,2
2020-11-30,USA,ME,,23,,,iso1:us#iso2:us-me,11757,194,12618,586047,86,,2001,175,,330,229,56,,249,,,,0.04829740021368106,,12.89124887188288,0.09925803792250619,1.14126051912,0.09999999999999987,0.35668789808917195,,0.693939393939394,2
2020-12-01,USA,ME,,23,,,iso1:us#iso2:us-me,11976,214,12981,592055,86,,2107,187,,323,236,52,,219,,,,0.05137700241386877,,12.508656160103998,0.10229396771452846,1.1550311675799998,0.10535742682000016,0.37410071942446044,,0.7306501547987616,2
2020-12-02,USA,ME,,23,,,iso1:us#iso2:us-me,12208,218,13359,599299,86,,2269,185,,328,236,53,,232,,,,0.05250498811053106,,12.551166461412762,0.10194750211685011,1.16799478423,0.10738865573000012,0.36551724137931035,,0.7195121951219512,2
2020-12-03,USA,ME,,23,,,iso1:us#iso2:us-me,12554,220,13671,605461,86,,2288,184,,319,241,48,,346,,,,0.05117447556839593,,13.698944596749408,0.09340574088440652,1.1795180924,0.10983566587999993,0.38095238095238093,,0.7554858934169278,2
2020-12-04,USA,ME,,23,,,iso1:us#iso2:us-me,12844,224,14086,612447,86,,2224,195,,320,231,51,,290,,,,0.05232917477394987,,16.780941441634845,0.07625079164027866,1.18875077608,0.1013969169900002,0.36428571428571427,,0.721875,2
2020-12-05,USA,ME,,23,,,iso1:us#iso2:us-me,13127,227,14383,617642,86,,2203,210,,324,243,51,,283,,,,0.05248353457738748,,19.54411102670455,0.06547036432843936,1.1954530996200001,0.10000000000000009,0.38636363636363635,,0.75,2
2020-12-06,USA,ME,,23,,,iso1:us#iso2:us-me,13348,227,14568,621357,86,,2152,213,,323,232,62,,221,,,,0.052716412249928894,,19.554738602031737,0.06543478260869566,1.19949345017,0.09999999999999987,0.40522875816993464,,0.718266253869969,2
2020-12-07,USA,ME,,23,,,iso1:us#iso2:us-me,13775,227,14796,626192,86,,2057,213,,326,236,63,,427,,,,0.05146138033693264,,21.446447010271765,0.05966303270564916,1.20046831636,0.10000000000000009,0.4117647058823529,,0.7239263803680982,2
2020-12-08,USA,ME,,23,,,iso1:us#iso2:us-me,14049,239,15164,631938,86,,2142,206,,325,232,60,,274,,,,0.05189464175343507,,22.030963653267282,0.05808007718282682,1.1986253627799999,0.10000000000000009,0.39215686274509803,,0.7138461538461538,2
2020-12-09,USA,ME,,23,,,iso1:us#iso2:us-me,14454,246,15464,638671,86,,2299,231,,319,243,59,,405,,,,0.05075101863683488,,23.86953418487135,0.05360641139804096,1.19430841895,0.10000000000000009,0.43703703703703706,,0.7617554858934169,2
2020-12-10,USA,ME,,23,,,iso1:us#iso2:us-me,14861,246,15779,645540,86,,2320,226,,332,239,56,,407,,,,0.04996799962073625,,24.51781627983001,0.05218899003034244,1.18763794623,0.10000000000000009,0.37583892617449666,,0.7198795180722891,2
2020-12-11,USA,ME,,23,,,iso1:us#iso2:us-me,15206,250,16042,651475,86,,2282,225,,328,247,55,,345,,,,0.04772594183095842,,25.102332922825525,0.050973751058425054,1.17847661279,0.10000000000000009,0.40441176470588236,,0.7530487804878049,3
2020-12-12,USA,ME,,23,,,iso1:us#iso2:us-me,15620,257,16295,656803,86,,2185,226,,329,237,53,,414,,,,0.04655126238648261,,26.49454529068757,0.04829522663457681,1.1678811573,0.09999999999999987,0.36551724137931035,,0.7203647416413373,3
2020-12-13,USA,ME,,23,,,iso1:us#iso2:us-me,15923,257,16531,660943,86,,2163,238,,333,244,53,,303,,,,0.04724542106909914,,27.36600646751724,0.04675728155339806,1.15604224293,0.10000000000000009,0.3732394366197183,,0.7327327327327328,3
2020-12-14,USA,ME,,23,,,iso1:us#iso2:us-me,16349,259,16772,665535,86,,2051,240,,333,233,56,,426,,,,0.04782303540743967,,27.355378892190053,0.046775446775446775,1.1432195788200001,0.10000000000000009,0.358974358974359,,0.6996996996996997,3
2020-12-15,USA,ME,,23,,,iso1:us#iso2:us-me,16760,265,17053,670807,86,,2144,229,,332,237,48,,411,,,,0.0463467294764218,,28.81135671201524,0.04441165621541867,1.1302719580399998,0.10000000000000009,0.3356643356643357,,0.713855421686747,3
2020-12-16,USA,ME,,23,,,iso1:us#iso2:us-me,17311,267,17292,677878,86,,2333,232,,329,231,42,,551,,,,0.0445473376386012,,30.362982709785154,0.042142107105355264,1.11746684198,0.09999999999999987,0.3,,0.7021276595744681,3
2020-12-17,USA,ME,,23,,,iso1:us#iso2:us-me,17901,276,17511,683984,86,,2284,236,,331,237,49,,590,,,,0.04311031461569095,,32.30782899466113,0.039605263157894734,1.10543591645,0.09999999999999987,0.34265734265734266,,0.716012084592145,3
2020-12-18,USA,ME,,23,,,iso1:us#iso2:us-me,18337,281,17749,689641,86,,2291,217,,336,241,45,,436,,,,0.04281092468587766,,33.27493834943553,0.0384541679974449,1.09447884786,0.09999999999999987,0.32142857142857145,,0.7172619047619048,3
2020-12-19,USA,ME,,23,,,iso1:us#iso2:us-me,18739,292,17961,694622,86,,2188,202,,328,238,49,,402,,,,0.042193237938457646,,33.14740744550923,0.038602116062840655,1.08474112976,0.10000000000000009,0.35251798561151076,,0.725609756097561,3
2020-12-20,USA,ME,,23,,,iso1:us#iso2:us-me,18946,292,18137,698286,86,,2131,203,,327,225,50,,207,,,,0.04123340778967367,,32.12716021409888,0.03982798544492226,1.0760830535400001,0.09999999999999987,0.32894736842105265,,0.6880733944954128,3
2020-12-21,USA,ME,,23,,,iso1:us#iso2:us-me,19285,293,18368,703169,86,,1989,211,,330,219,51,,339,,,,0.04068315065001274,,31.202561160633252,0.041008174386920976,1.0687351094600002,0.09999999999999987,0.3148148148148148,,0.6636363636363637,3
2020-12-22,USA,ME,,23,,,iso1:us#iso2:us-me,19743,303,18660,709235,86,,2091,244,,332,218,51,,458,,,,0.040139877607093796,,31.70205720101124,0.04036205162587998,1.06311954401,0.10000000000000009,0.3090909090909091,,0.6566265060240963,3
2020-12-23,USA,ME,,23,,,iso1:us#iso2:us-me,20491,311,18922,716307,86,,2192,246,,326,230,53,,748,,,,0.040689982276142685,,33.7956895404679,0.03786163522012578,1.0591743119099999,0.10000000000000009,0.35570469798657717,,0.7055214723926381,3
2020-12-24,USA,ME,,23,,,iso1:us#iso2:us-me,21226,317,19295,723503,86,,2106,234,,325,220,52,,735,,,,0.04319298840277946,,35.33668796291062,0.03621052631578947,1.0571776230399998,0.10000000000000009,0.33121019108280253,,0.676923076923077,3
2020-12-25,USA,ME,,23,,,iso1:us#iso2:us-me,21547,319,19474,725667,86,,1953,233,,328,208,60,,321,,,,0.0456941537972504,,34.11451680028363,0.03750778816199377,1.05658398314,0.10000000000000009,0.3333333333333333,,0.6341463414634146,3
2020-12-26,USA,ME,,23,,,iso1:us#iso2:us-me,21547,319,19672,729133,86,,2019,235,,323,221,61,,0,,,,0.04723648611341174,,29.842231518752786,0.04287749287749287,1.05707632347,0.10000000000000009,0.37423312883435583,,0.6842105263157895,3
2020-12-27,USA,ME,,23,,,iso1:us#iso2:us-me,21880,323,19910,733442,86,,2070,247,,323,220,58,,333,,,,0.04801104822768013,,31.181306009978872,0.04103612815269257,1.05810804479,0.10000000000000009,0.36024844720496896,,0.6811145510835913,3
2020-12-28,USA,ME,,23,,,iso1:us#iso2:us-me,22319,326,20156,737593,86,,1983,238,,331,216,56,,439,,,,0.04937589749254391,,32.24406354269799,0.039683586025049435,1.05944348125,0.10000000000000009,0.32748538011695905,,0.6525679758308157,3
2020-12-29,USA,ME,,23,,,iso1:us#iso2:us-me,22909,333,20451,742357,86,,2099,228,,330,246,58,,590,,,,0.05129894308710223,,33.64690348588722,0.03802905874921036,1.06143524902,0.10000000000000009,0.4084507042253521,,0.7454545454545455,3
2020-12-30,USA,ME,,23,,,iso1:us#iso2:us-me,23499,334,20788,748811,86,,2255,221,,327,243,55,,590,,,,0.05429153331393657,,31.967746584191016,0.04002659574468086,1.0639530804100001,0.09999999999999987,0.39568345323741005,,0.7431192660550459,3
2020-12-31,USA,ME,,23,,,iso1:us#iso2:us-me,24201,347,21216,755741,86,,2247,238,,326,242,53,,702,,,,0.05623700928013115,,31.617036598393707,0.04047058823529412,1.06609122402,0.10000000000000009,0.38686131386861317,,0.7423312883435583,3
2021-01-01,USA,ME,,23,,,iso1:us#iso2:us-me,24201,347,21546,759919,86,,2176,226,,324,230,53,,0,,,,0.05704217597180927,,28.205584918365346,0.0453654860587792,1.0679001452399999,0.10000000000000009,0.36054421768707484,,0.7098765432098766,3
2021-01-02,USA,ME,,23,,,iso1:us#iso2:us-me,25245,358,21747,763038,86,,2256,233,,326,231,51,,1044,,,,0.05767092829349639,,39.30077355995292,0.03255813953488372,1.06888300483,0.09999999999999987,0.3493150684931507,,0.7085889570552147,3
2021-01-03,USA,ME,,23,,,iso1:us#iso2:us-me,25592,359,22039,768094,86,,2185,230,,329,241,51,,347,,,,0.05788314618960877,,39.4495596145336,0.032435344827586206,1.06868919987,0.09999999999999987,0.3669064748201439,,0.7325227963525835,3
2021-01-04,USA,ME,,23,,,iso1:us#iso2:us-me,25968,360,22329,771883,86,,2039,232,,333,235,53,,376,,,,0.05959465759811316,,38.780022368920555,0.03299534118936695,1.0672919785100001,0.10000000000000009,0.3509933774834437,,0.7057057057057057,3
2021-01-05,USA,ME,,23,,,iso1:us#iso2:us-me,26565,369,22702,777677,86,,2126,244,,333,247,58,,597,,,,0.059913230949402464,,38.85441539621089,0.032932166301969365,1.06500749354,0.10000000000000009,0.4027777777777778,,0.7417417417417418,3
2021-01-06,USA,ME,,23,,,iso1:us#iso2:us-me,27090,372,23148,785286,86,,2313,259,,334,255,66,,525,,,,0.060769924037594965,,38.16362299994346,0.03352826510721248,1.060814958,0.10000000000000009,0.45517241379310347,,0.7634730538922155,3
2021-01-07,USA,ME,,23,,,iso1:us#iso2:us-me,27625,385,23527,791857,86,,2352,250,,337,253,60,,535,,,,0.06014000572514118,,36.38881792030254,0.03516355140186916,1.05514183161,0.09999999999999987,0.4166666666666667,,0.7507418397626113,3
2021-01-08,USA,ME,,23,,,iso1:us#iso2:us-me,28407,426,23891,797893,86,,2355,265,,337,257,65,,782,,,,0.05816116471142637,,44.69958182616603,0.02862577270565858,1.04826092224,0.10000000000000009,0.4482758620689655,,0.7626112759643917,3
2021-01-09,USA,ME,,23,,,iso1:us#iso2:us-me,29019,432,24234,802363,86,,2304,242,,336,256,61,,612,,,,0.05948053190471634,,40.10846928481944,0.031902490726020145,1.03992386453,0.09999999999999987,0.4326241134751773,,0.7619047619047619,3
2021-01-10,USA,ME,,23,,,iso1:us#iso2:us-me,29298,432,24529,806464,86,,2273,240,,334,248,60,,279,,,,0.06093979441997063,,39.38579416257045,0.03248785752833243,1.02991529538,0.09999999999999987,0.410958904109589,,0.7425149700598802,3
2021-01-11,USA,ME,,23,,,iso1:us#iso2:us-me,29611,438,24804,812239,86,,2092,233,,337,243,65,,313,,,,0.05778524900189116,,38.716256916957406,0.033049684326104854,1.01860525527,0.10000000000000009,0.4088050314465409,,0.7210682492581603,3
2021-01-12,USA,ME,,23,,,iso1:us#iso2:us-me,30326,449,25159,818679,86,,2184,235,,338,259,64,,715,,,,0.056536045468142386,,39.970310805565965,0.0320127625631481,1.00599441459,0.09999999999999987,0.44755244755244755,,0.7662721893491125,3
